"Participant","Trial","Condition","Time","DesiredResponse","ActualResponse","Angle","CorrectResponse"
"sub47",13,"3_3_3_3_180Y0.pct",1418,"Same","Same",0,"Correct"
"sub47",14,"R3_4_3_3_180Y100.pct",5737,"Different","Different",100,"Correct"
"sub47",15,"2_4_4_3_90Y100.pct",NA,"Same","[N/A]",100,"Incorrect"
"sub47",16,"3_4_3_2_90Y50.pct",2527,"Same","Different",50,"Incorrect"
"sub47",17,"R2_4_4_3_90Y100.pct",3539,"Different","Different",100,"Correct"
"sub47",18,"2_3_3_2_0Y150.pct",2649,"Same","Same",150,"Correct"
"sub47",19,"R2_3_4_2_90Y50.pct",2274,"Different","Different",50,"Correct"
"sub47",20,"2_3_4_2_90Y50.pct",1790,"Same","Same",50,"Correct"
"sub47",21,"R2_4_4_2_180Y100.pct",2765,"Different","Different",100,"Correct"
"sub47",22,"R2_4_4_2_0Y0.pct",1689,"Different","Different",0,"Correct"
"sub47",23,"3_4_3_2_90Y0.pct",1119,"Same","Same",0,"Correct"
"sub47",24,"R3_3_3_2_0Y150.pct",5607,"Different","Different",150,"Correct"
"sub47",25,"R3_4_4_3_180Y150.pct",4432,"Different","Different",150,"Correct"
"sub47",26,"R3_4_3_3_180Y50.pct",2946,"Different","Different",50,"Correct"
"sub47",27,"3_4_3_3_180Y50.pct",4551,"Same","Same",50,"Correct"
"sub47",28,"3_3_3_3_90Y100.pct",4607,"Same","Same",100,"Correct"
"sub47",29,"2_4_4_2_180Y0.pct",1030,"Same","Same",0,"Correct"
"sub47",30,"R3_4_3_2_90Y0.pct",1602,"Different","Different",0,"Correct"
"sub47",31,"3_3_4_2_0Y150.pct",4533,"Same","Different",150,"Incorrect"
"sub47",32,"R3_3_4_2_0Y100.pct",5707,"Different","Different",100,"Correct"
"sub47",33,"3_3_3_3_180Y50.pct",3190,"Same","Same",50,"Correct"
"sub47",34,"3_3_4_2_0Y100.pct",4948,"Same","Same",100,"Correct"
"sub47",35,"3_4_4_3_180Y150.pct",5841,"Same","Same",150,"Correct"
"sub47",36,"R3_3_3_3_180Y0.pct",1731,"Different","Different",0,"Correct"
"sub47",37,"3_4_3_3_180Y100.pct",4850,"Same","Same",100,"Correct"
"sub47",38,"R3_3_3_3_180Y150.pct",4343,"Different","Different",150,"Correct"
"sub47",39,"3_4_3_3_180Y0.pct",1245,"Same","Same",0,"Correct"
"sub47",40,"R3_3_3_3_90Y50.pct",1471,"Different","Different",50,"Correct"
"sub47",41,"2_4_4_3_90Y150.pct",2903,"Same","Same",150,"Correct"
"sub47",42,"R3_4_3_3_180Y0.pct",1399,"Different","Different",0,"Correct"
"sub47",43,"3_3_3_3_180Y100.pct",3186,"Same","Same",100,"Correct"
"sub47",44,"R2_3_4_2_90Y150.pct",4305,"Different","Different",150,"Correct"
"sub47",45,"R2_3_3_2_0Y50.pct",1971,"Different","Different",50,"Correct"
"sub47",46,"R2_3_4_2_90Y100.pct",2792,"Different","Different",100,"Correct"
"sub47",47,"3_4_4_3_180Y0.pct",3201,"Same","Same",0,"Correct"
"sub47",48,"3_4_4_3_180Y50.pct",4045,"Same","Same",50,"Correct"
"sub47",49,"R2_4_4_2_0Y100.pct",2885,"Different","Different",100,"Correct"
"sub47",50,"R2_3_3_2_0Y150.pct",3920,"Different","Different",150,"Correct"
"sub47",51,"3_3_4_2_0Y0.pct",1343,"Same","Same",0,"Correct"
"sub47",52,"R2_4_4_3_90Y0.pct",1103,"Different","Different",0,"Correct"
"sub47",53,"3_4_4_3_180Y100.pct",3532,"Same","Same",100,"Correct"
"sub47",54,"R2_4_4_2_180Y50.pct",1102,"Different","Different",50,"Correct"
"sub47",55,"3_3_3_2_0Y150.pct",4265,"Same","Different",150,"Incorrect"
"sub47",56,"2_4_4_2_0Y50.pct",1398,"Same","Same",50,"Correct"
"sub47",57,"R2_4_4_2_0Y150.pct",1313,"Different","Different",150,"Correct"
"sub47",58,"R3_4_3_2_90Y100.pct",2634,"Different","Different",100,"Correct"
"sub47",59,"2_3_4_2_90Y150.pct",1888,"Same","Same",150,"Correct"
"sub47",60,"3_4_3_2_90Y100.pct",3945,"Same","Same",100,"Correct"
"sub47",61,"2_4_4_3_90Y0.pct",979,"Same","Same",0,"Correct"
"sub47",62,"R2_4_4_2_180Y0.pct",1033,"Different","Different",0,"Correct"
"sub47",63,"R2_4_4_3_90Y50.pct",1401,"Different","Different",50,"Correct"
"sub47",64,"2_4_4_3_90Y50.pct",1180,"Same","Same",50,"Correct"
"sub47",65,"R2_4_4_2_180Y150.pct",3445,"Different","Different",150,"Correct"
"sub47",66,"3_3_3_3_90Y0.pct",1756,"Same","Same",0,"Correct"
"sub47",67,"3_3_3_3_180Y150.pct",5058,"Same","Same",150,"Correct"
"sub47",68,"R3_3_3_3_90Y0.pct",2403,"Different","Different",0,"Correct"
"sub47",69,"R3_3_3_2_0Y50.pct",1702,"Different","Different",50,"Correct"
"sub47",70,"2_4_4_2_180Y50.pct",1628,"Same","Same",50,"Correct"
"sub47",71,"2_4_4_2_0Y100.pct",1595,"Same","Same",100,"Correct"
"sub47",72,"R3_3_3_2_0Y100.pct",4522,"Different","Different",100,"Correct"
"sub47",73,"2_3_4_2_90Y100.pct",1326,"Same","Same",100,"Correct"
"sub47",74,"R3_3_3_3_180Y100.pct",2258,"Different","Different",100,"Correct"
"sub47",75,"3_3_3_3_90Y150.pct",2013,"Same","Same",150,"Correct"
"sub47",76,"R3_3_4_2_0Y0.pct",NA,"Different","[N/A]",0,"Incorrect"
"sub47",77,"3_3_3_2_0Y0.pct",1800,"Same","Same",0,"Correct"
"sub47",78,"3_3_3_2_0Y50.pct",4738,"Same","Same",50,"Correct"
"sub47",79,"R3_3_3_3_180Y50.pct",1117,"Different","Different",50,"Correct"
"sub47",80,"R3_3_3_3_90Y150.pct",3979,"Different","Different",150,"Correct"
"sub47",81,"R3_4_4_3_180Y50.pct",3538,"Different","Different",50,"Correct"
"sub47",82,"2_3_4_2_90Y0.pct",1126,"Same","Same",0,"Correct"
"sub47",83,"R3_3_4_2_0Y150.pct",NA,"Different","[N/A]",150,"Incorrect"
"sub47",84,"3_3_4_2_0Y50.pct",3760,"Same","Same",50,"Correct"
"sub47",85,"2_4_4_2_180Y100.pct",4112,"Same","Different",100,"Incorrect"
"sub47",86,"R3_4_4_3_180Y0.pct",1527,"Different","Different",0,"Correct"
"sub47",87,"3_4_3_3_180Y150.pct",3612,"Same","Same",150,"Correct"
"sub47",88,"R3_4_4_3_180Y100.pct",3016,"Different","Different",100,"Correct"
"sub47",89,"R2_3_3_2_0Y100.pct",5514,"Different","Same",100,"Incorrect"
"sub47",90,"2_3_3_2_0Y50.pct",3485,"Same","Same",50,"Correct"
"sub47",91,"2_4_4_2_0Y0.pct",942,"Same","Same",0,"Correct"
"sub47",92,"3_4_3_2_90Y150.pct",6261,"Same","Different",150,"Incorrect"
"sub47",93,"R2_4_4_3_90Y150.pct",5515,"Different","Same",150,"Incorrect"
"sub47",94,"R3_4_3_2_90Y50.pct",1323,"Different","Different",50,"Correct"
"sub47",95,"2_3_3_2_0Y100.pct",1939,"Same","Same",100,"Correct"
"sub47",96,"R3_3_3_2_0Y0.pct",3950,"Different","Different",0,"Correct"
"sub48",1,"R2_3_3_2_0Y0.pct",3954,"Different","Different",0,"Correct"
"sub48",2,"R3_4_3_2_90Y150.pct",6320,"Different","Different",150,"Correct"
"sub48",3,"2_4_4_2_0Y150.pct",2662,"Same","Same",150,"Correct"
"sub48",4,"3_3_3_2_0Y100.pct",6871,"Same","Same",100,"Correct"
"sub48",5,"3_3_3_3_90Y50.pct",5353,"Same","Same",50,"Correct"
"sub48",6,"R2_4_4_2_0Y50.pct",2162,"Different","Different",50,"Correct"
"sub48",7,"R3_3_3_3_90Y100.pct",5114,"Different","Different",100,"Correct"
"sub48",8,"2_3_3_2_0Y0.pct",1262,"Same","Same",0,"Correct"
"sub48",9,"R3_4_3_3_180Y150.pct",NA,"Different","[N/A]",150,"Incorrect"
"sub48",10,"2_4_4_2_180Y150.pct",4965,"Same","Same",150,"Correct"
"sub48",11,"R3_3_4_2_0Y50.pct",5828,"Different","Different",50,"Correct"
"sub48",12,"R2_3_4_2_90Y0.pct",1376,"Different","Different",0,"Correct"
"sub48",13,"3_3_3_3_180Y0.pct",974,"Same","Same",0,"Correct"
"sub48",14,"R3_4_3_3_180Y100.pct",3230,"Different","Different",100,"Correct"
"sub48",15,"2_4_4_3_90Y100.pct",3150,"Same","Same",100,"Correct"
"sub48",16,"3_4_3_2_90Y50.pct",3275,"Same","Same",50,"Correct"
"sub48",17,"R2_4_4_3_90Y100.pct",2891,"Different","Different",100,"Correct"
"sub48",18,"2_3_3_2_0Y150.pct",2698,"Same","Same",150,"Correct"
"sub48",19,"R2_3_4_2_90Y50.pct",1723,"Different","Different",50,"Correct"
"sub48",20,"2_3_4_2_90Y50.pct",1711,"Same","Same",50,"Correct"
"sub48",21,"R2_4_4_2_180Y100.pct",1709,"Different","Different",100,"Correct"
"sub48",22,"R2_4_4_2_0Y0.pct",1434,"Different","Different",0,"Correct"
"sub48",23,"3_4_3_2_90Y0.pct",1163,"Same","Same",0,"Correct"
"sub48",24,"R3_3_3_2_0Y150.pct",4547,"Different","Different",150,"Correct"
"sub48",25,"R3_4_4_3_180Y150.pct",NA,"Different","[N/A]",150,"Incorrect"
"sub48",26,"R3_4_3_3_180Y50.pct",4052,"Different","Same",50,"Incorrect"
"sub48",27,"3_4_3_3_180Y50.pct",2363,"Same","Different",50,"Incorrect"
"sub48",28,"3_3_3_3_90Y100.pct",2865,"Same","Same",100,"Correct"
"sub48",29,"2_4_4_2_180Y0.pct",843,"Same","Same",0,"Correct"
"sub48",30,"R3_4_3_2_90Y0.pct",2533,"Different","Different",0,"Correct"
"sub48",31,"3_3_4_2_0Y150.pct",4089,"Same","Different",150,"Incorrect"
"sub48",32,"R3_3_4_2_0Y100.pct",4961,"Different","Different",100,"Correct"
"sub48",33,"3_3_3_3_180Y50.pct",1756,"Same","Same",50,"Correct"
"sub48",34,"3_3_4_2_0Y100.pct",4040,"Same","Same",100,"Correct"
"sub48",35,"3_4_4_3_180Y150.pct",3146,"Same","Same",150,"Correct"
"sub48",36,"R3_3_3_3_180Y0.pct",4129,"Different","Different",0,"Correct"
"sub48",37,"3_4_3_3_180Y100.pct",2047,"Same","Same",100,"Correct"
"sub48",38,"R3_3_3_3_180Y150.pct",3103,"Different","Different",150,"Correct"
"sub48",39,"3_4_3_3_180Y0.pct",926,"Same","Same",0,"Correct"
"sub48",40,"R3_3_3_3_90Y50.pct",1292,"Different","Different",50,"Correct"
"sub48",41,"2_4_4_3_90Y150.pct",3682,"Same","Same",150,"Correct"
"sub48",42,"R3_4_3_3_180Y0.pct",1250,"Different","Different",0,"Correct"
"sub48",43,"3_3_3_3_180Y100.pct",4107,"Same","Same",100,"Correct"
"sub48",44,"R2_3_4_2_90Y150.pct",3996,"Different","Different",150,"Correct"
"sub48",45,"R2_3_3_2_0Y50.pct",2485,"Different","Different",50,"Correct"
"sub48",46,"R2_3_4_2_90Y100.pct",4126,"Different","Different",100,"Correct"
"sub48",47,"3_4_4_3_180Y0.pct",1623,"Same","Same",0,"Correct"
"sub48",48,"3_4_4_3_180Y50.pct",5465,"Same","Same",50,"Correct"
"sub48",49,"R2_4_4_2_0Y100.pct",2636,"Different","Different",100,"Correct"
"sub48",50,"R2_3_3_2_0Y150.pct",2891,"Different","Different",150,"Correct"
"sub48",51,"3_3_4_2_0Y0.pct",1088,"Same","Same",0,"Correct"
"sub48",52,"R2_4_4_3_90Y0.pct",1625,"Different","Different",0,"Correct"
"sub48",53,"3_4_4_3_180Y100.pct",1418,"Same","Different",100,"Incorrect"
"sub48",54,"R2_4_4_2_180Y50.pct",1274,"Different","Different",50,"Correct"
"sub48",55,"3_3_3_2_0Y150.pct",2147,"Same","Different",150,"Incorrect"
"sub48",56,"2_4_4_2_0Y50.pct",1191,"Same","Same",50,"Correct"
"sub48",57,"R2_4_4_2_0Y150.pct",1642,"Different","Different",150,"Correct"
"sub48",58,"R3_4_3_2_90Y100.pct",2298,"Different","Different",100,"Correct"
"sub48",59,"2_3_4_2_90Y150.pct",1995,"Same","Same",150,"Correct"
"sub48",60,"3_4_3_2_90Y100.pct",4051,"Same","Same",100,"Correct"
"sub48",61,"2_4_4_3_90Y0.pct",988,"Same","Same",0,"Correct"
"sub48",62,"R2_4_4_2_180Y0.pct",905,"Different","Different",0,"Correct"
"sub48",63,"R2_4_4_3_90Y50.pct",1272,"Different","Different",50,"Correct"
"sub48",64,"2_4_4_3_90Y50.pct",1607,"Same","Same",50,"Correct"
"sub48",65,"R2_4_4_2_180Y150.pct",3342,"Different","Different",150,"Correct"
"sub48",66,"3_3_3_3_90Y0.pct",1053,"Same","Same",0,"Correct"
"sub48",67,"3_3_3_3_180Y150.pct",1926,"Same","Same",150,"Correct"
"sub48",68,"R3_3_3_3_90Y0.pct",2348,"Different","Different",0,"Correct"
"sub48",69,"R3_3_3_2_0Y50.pct",1393,"Different","Different",50,"Correct"
"sub48",70,"2_4_4_2_180Y50.pct",1619,"Same","Same",50,"Correct"
"sub48",71,"2_4_4_2_0Y100.pct",1621,"Same","Same",100,"Correct"
"sub48",72,"R3_3_3_2_0Y100.pct",2196,"Different","Different",100,"Correct"
"sub48",73,"2_3_4_2_90Y100.pct",1500,"Same","Same",100,"Correct"
"sub48",74,"R3_3_3_3_180Y100.pct",1607,"Different","Different",100,"Correct"
"sub48",75,"3_3_3_3_90Y150.pct",2482,"Same","Same",150,"Correct"
"sub48",76,"R3_3_4_2_0Y0.pct",1634,"Different","Different",0,"Correct"
"sub48",77,"3_3_3_2_0Y0.pct",1134,"Same","Same",0,"Correct"
"sub48",78,"3_3_3_2_0Y50.pct",1845,"Same","Different",50,"Incorrect"
"sub48",79,"R3_3_3_3_180Y50.pct",1457,"Different","Different",50,"Correct"
"sub48",80,"R3_3_3_3_90Y150.pct",2228,"Different","Same",150,"Incorrect"
"sub48",81,"R3_4_4_3_180Y50.pct",3292,"Different","Different",50,"Correct"
"sub48",82,"2_3_4_2_90Y0.pct",836,"Same","Same",0,"Correct"
"sub48",83,"R3_3_4_2_0Y150.pct",2613,"Different","Different",150,"Correct"
"sub48",84,"3_3_4_2_0Y50.pct",2801,"Same","Different",50,"Incorrect"
"sub48",85,"2_4_4_2_180Y100.pct",3553,"Same","Same",100,"Correct"
"sub48",86,"R3_4_4_3_180Y0.pct",1560,"Different","Different",0,"Correct"
"sub48",87,"3_4_3_3_180Y150.pct",3332,"Same","Same",150,"Correct"
"sub48",88,"R3_4_4_3_180Y100.pct",3235,"Different","Different",100,"Correct"
"sub48",89,"R2_3_3_2_0Y100.pct",3065,"Different","Different",100,"Correct"
"sub48",90,"2_3_3_2_0Y50.pct",2565,"Same","Same",50,"Correct"
"sub48",91,"2_4_4_2_0Y0.pct",1039,"Same","Same",0,"Correct"
"sub48",92,"3_4_3_2_90Y150.pct",2461,"Same","Same",150,"Correct"
"sub48",93,"R2_4_4_3_90Y150.pct",3205,"Different","Different",150,"Correct"
"sub48",94,"R3_4_3_2_90Y50.pct",1230,"Different","Different",50,"Correct"
"sub48",95,"2_3_3_2_0Y100.pct",1957,"Same","Same",100,"Correct"
"sub48",96,"R3_3_3_2_0Y0.pct",1471,"Different","Different",0,"Correct"
"sub49",1,"R2_3_3_2_0Y0.pct",3107,"Different","Different",0,"Correct"
"sub49",2,"R3_4_3_2_90Y150.pct",2930,"Different","Different",150,"Correct"
"sub49",3,"2_4_4_2_0Y150.pct",1874,"Same","Same",150,"Correct"
"sub49",4,"3_3_3_2_0Y100.pct",3793,"Same","Same",100,"Correct"
"sub49",5,"3_3_3_3_90Y50.pct",2184,"Same","Same",50,"Correct"
"sub49",6,"R2_4_4_2_0Y50.pct",1749,"Different","Different",50,"Correct"
"sub49",7,"R3_3_3_3_90Y100.pct",2592,"Different","Same",100,"Incorrect"
"sub49",8,"2_3_3_2_0Y0.pct",2879,"Same","Same",0,"Correct"
"sub49",9,"R3_4_3_3_180Y150.pct",7281,"Different","Different",150,"Correct"
"sub49",10,"2_4_4_2_180Y150.pct",2386,"Same","Same",150,"Correct"
"sub49",11,"R3_3_4_2_0Y50.pct",3805,"Different","Different",50,"Correct"
"sub49",12,"R2_3_4_2_90Y0.pct",1696,"Different","Different",0,"Correct"
"sub49",13,"3_3_3_3_180Y0.pct",1440,"Same","Same",0,"Correct"
"sub49",14,"R3_4_3_3_180Y100.pct",2135,"Different","Different",100,"Correct"
"sub49",15,"2_4_4_3_90Y100.pct",2661,"Same","Same",100,"Correct"
"sub49",16,"3_4_3_2_90Y50.pct",1989,"Same","Same",50,"Correct"
"sub49",17,"R2_4_4_3_90Y100.pct",2144,"Different","Different",100,"Correct"
"sub49",18,"2_3_3_2_0Y150.pct",3094,"Same","Same",150,"Correct"
"sub49",19,"R2_3_4_2_90Y50.pct",3388,"Different","Different",50,"Correct"
"sub49",20,"2_3_4_2_90Y50.pct",1799,"Same","Same",50,"Correct"
"sub49",21,"R2_4_4_2_180Y100.pct",4289,"Different","Different",100,"Correct"
"sub49",22,"R2_4_4_2_0Y0.pct",2279,"Different","Different",0,"Correct"
"sub49",23,"3_4_3_2_90Y0.pct",1528,"Same","Same",0,"Correct"
"sub49",24,"R3_3_3_2_0Y150.pct",3939,"Different","Different",150,"Correct"
"sub49",25,"R3_4_4_3_180Y150.pct",2659,"Different","Different",150,"Correct"
"sub49",26,"R3_4_3_3_180Y50.pct",3409,"Different","Different",50,"Correct"
"sub49",27,"3_4_3_3_180Y50.pct",2613,"Same","Same",50,"Correct"
"sub49",28,"3_3_3_3_90Y100.pct",2963,"Same","Same",100,"Correct"
"sub49",29,"2_4_4_2_180Y0.pct",1258,"Same","Same",0,"Correct"
"sub49",30,"R3_4_3_2_90Y0.pct",2787,"Different","Different",0,"Correct"
"sub49",31,"3_3_4_2_0Y150.pct",4431,"Same","Same",150,"Correct"
"sub49",32,"R3_3_4_2_0Y100.pct",4179,"Different","Different",100,"Correct"
"sub49",33,"3_3_3_3_180Y50.pct",2364,"Same","Same",50,"Correct"
"sub49",34,"3_3_4_2_0Y100.pct",2658,"Same","Same",100,"Correct"
"sub49",35,"3_4_4_3_180Y150.pct",2443,"Same","Same",150,"Correct"
"sub49",36,"R3_3_3_3_180Y0.pct",2021,"Different","Different",0,"Correct"
"sub49",37,"3_4_3_3_180Y100.pct",3099,"Same","Same",100,"Correct"
"sub49",38,"R3_3_3_3_180Y150.pct",3291,"Different","Different",150,"Correct"
"sub49",39,"3_4_3_3_180Y0.pct",1696,"Same","Same",0,"Correct"
"sub49",40,"R3_3_3_3_90Y50.pct",3369,"Different","Different",50,"Correct"
"sub49",41,"2_4_4_3_90Y150.pct",3324,"Same","Same",150,"Correct"
"sub49",42,"R3_4_3_3_180Y0.pct",2458,"Different","Different",0,"Correct"
"sub49",43,"3_3_3_3_180Y100.pct",2611,"Same","Same",100,"Correct"
"sub49",44,"R2_3_4_2_90Y150.pct",4276,"Different","Different",150,"Correct"
"sub49",45,"R2_3_3_2_0Y50.pct",1798,"Different","Different",50,"Correct"
"sub49",46,"R2_3_4_2_90Y100.pct",3825,"Different","Different",100,"Correct"
"sub49",47,"3_4_4_3_180Y0.pct",3090,"Same","Same",0,"Correct"
"sub49",48,"3_4_4_3_180Y50.pct",2313,"Same","Same",50,"Correct"
"sub49",49,"R2_4_4_2_0Y100.pct",2706,"Different","Different",100,"Correct"
"sub49",50,"R2_3_3_2_0Y150.pct",1659,"Different","Different",150,"Correct"
"sub49",51,"3_3_4_2_0Y0.pct",1085,"Same","Same",0,"Correct"
"sub49",52,"R2_4_4_3_90Y0.pct",1187,"Different","Different",0,"Correct"
"sub49",53,"3_4_4_3_180Y100.pct",3695,"Same","Same",100,"Correct"
"sub49",54,"R2_4_4_2_180Y50.pct",1057,"Different","Different",50,"Correct"
"sub49",55,"3_3_3_2_0Y150.pct",4240,"Same","Same",150,"Correct"
"sub49",56,"2_4_4_2_0Y50.pct",1517,"Same","Same",50,"Correct"
"sub49",57,"R2_4_4_2_0Y150.pct",2749,"Different","Different",150,"Correct"
"sub49",58,"R3_4_3_2_90Y100.pct",2153,"Different","Same",100,"Incorrect"
"sub49",59,"2_3_4_2_90Y150.pct",4295,"Same","Same",150,"Correct"
"sub49",60,"3_4_3_2_90Y100.pct",2012,"Same","Same",100,"Correct"
"sub49",61,"2_4_4_3_90Y0.pct",1246,"Same","Same",0,"Correct"
"sub49",62,"R2_4_4_2_180Y0.pct",3573,"Different","Different",0,"Correct"
"sub49",63,"R2_4_4_3_90Y50.pct",2427,"Different","Different",50,"Correct"
"sub49",64,"2_4_4_3_90Y50.pct",2038,"Same","Same",50,"Correct"
"sub49",65,"R2_4_4_2_180Y150.pct",3910,"Different","Different",150,"Correct"
"sub49",66,"3_3_3_3_90Y0.pct",1142,"Same","Same",0,"Correct"
"sub49",67,"3_3_3_3_180Y150.pct",2492,"Same","Same",150,"Correct"
"sub49",68,"R3_3_3_3_90Y0.pct",2291,"Different","Different",0,"Correct"
"sub49",69,"R3_3_3_2_0Y50.pct",2106,"Different","Different",50,"Correct"
"sub49",70,"2_4_4_2_180Y50.pct",2303,"Same","Same",50,"Correct"
"sub49",71,"2_4_4_2_0Y100.pct",2477,"Same","Same",100,"Correct"
"sub49",72,"R3_3_3_2_0Y100.pct",2943,"Different","Different",100,"Correct"
"sub49",73,"2_3_4_2_90Y100.pct",2034,"Same","Same",100,"Correct"
"sub49",74,"R3_3_3_3_180Y100.pct",2204,"Different","Different",100,"Correct"
"sub49",75,"3_3_3_3_90Y150.pct",3446,"Same","Same",150,"Correct"
"sub49",76,"R3_3_4_2_0Y0.pct",2296,"Different","Different",0,"Correct"
"sub49",77,"3_3_3_2_0Y0.pct",1871,"Same","Same",0,"Correct"
"sub49",78,"3_3_3_2_0Y50.pct",2661,"Same","Same",50,"Correct"
"sub49",79,"R3_3_3_3_180Y50.pct",1320,"Different","Different",50,"Correct"
"sub49",80,"R3_3_3_3_90Y150.pct",4866,"Different","Different",150,"Correct"
"sub49",81,"R3_4_4_3_180Y50.pct",3019,"Different","Different",50,"Correct"
"sub49",82,"2_3_4_2_90Y0.pct",1148,"Same","Same",0,"Correct"
"sub49",83,"R3_3_4_2_0Y150.pct",2097,"Different","Different",150,"Correct"
"sub49",84,"3_3_4_2_0Y50.pct",1902,"Same","Same",50,"Correct"
"sub49",85,"2_4_4_2_180Y100.pct",2158,"Same","Same",100,"Correct"
"sub49",86,"R3_4_4_3_180Y0.pct",2618,"Different","Different",0,"Correct"
"sub49",87,"3_4_3_3_180Y150.pct",4693,"Same","Same",150,"Correct"
"sub49",88,"R3_4_4_3_180Y100.pct",2878,"Different","Different",100,"Correct"
"sub49",89,"R2_3_3_2_0Y100.pct",2070,"Different","Same",100,"Incorrect"
"sub49",90,"2_3_3_2_0Y50.pct",4554,"Same","Same",50,"Correct"
"sub49",91,"2_4_4_2_0Y0.pct",935,"Same","Same",0,"Correct"
"sub49",92,"3_4_3_2_90Y150.pct",1840,"Same","Same",150,"Correct"
"sub49",93,"R2_4_4_3_90Y150.pct",2703,"Different","Different",150,"Correct"
"sub49",94,"R3_4_3_2_90Y50.pct",2141,"Different","Different",50,"Correct"
"sub49",95,"2_3_3_2_0Y100.pct",1849,"Same","Same",100,"Correct"
"sub49",96,"R3_3_3_2_0Y0.pct",2442,"Different","Different",0,"Correct"
"sub5",1,"R2_3_3_2_0Y0.pct",1247,"Different","Different",0,"Correct"
"sub5",2,"R3_4_3_2_90Y150.pct",1902,"Different","Different",150,"Correct"
"sub5",3,"2_4_4_2_0Y150.pct",1461,"Same","Same",150,"Correct"
"sub5",4,"3_3_3_2_0Y100.pct",5196,"Same","Same",100,"Correct"
"sub5",5,"3_3_3_3_90Y50.pct",1583,"Same","Same",50,"Correct"
"sub5",6,"R2_4_4_2_0Y50.pct",2641,"Different","Different",50,"Correct"
"sub5",7,"R3_3_3_3_90Y100.pct",3124,"Different","Same",100,"Incorrect"
"sub5",8,"2_3_3_2_0Y0.pct",2649,"Same","Same",0,"Correct"
"sub5",9,"R3_4_3_3_180Y150.pct",3440,"Different","Different",150,"Correct"
"sub5",10,"2_4_4_2_180Y150.pct",4657,"Same","Same",150,"Correct"
"sub5",11,"R3_3_4_2_0Y50.pct",6251,"Different","Different",50,"Correct"
"sub5",12,"R2_3_4_2_90Y0.pct",5385,"Different","Different",0,"Correct"
"sub5",13,"3_3_3_3_180Y0.pct",1493,"Same","Same",0,"Correct"
"sub5",14,"R3_4_3_3_180Y100.pct",3361,"Different","Different",100,"Correct"
"sub5",15,"2_4_4_3_90Y100.pct",6160,"Same","Same",100,"Correct"
"sub5",16,"3_4_3_2_90Y50.pct",1658,"Same","Same",50,"Correct"
"sub5",17,"R2_4_4_3_90Y100.pct",3514,"Different","Different",100,"Correct"
"sub5",18,"2_3_3_2_0Y150.pct",2205,"Same","Same",150,"Correct"
"sub5",19,"R2_3_4_2_90Y50.pct",6278,"Different","Different",50,"Correct"
"sub5",20,"2_3_4_2_90Y50.pct",1573,"Same","Same",50,"Correct"
"sub5",21,"R2_4_4_2_180Y100.pct",2195,"Different","Different",100,"Correct"
"sub5",22,"R2_4_4_2_0Y0.pct",1782,"Different","Different",0,"Correct"
"sub5",23,"3_4_3_2_90Y0.pct",1465,"Same","Same",0,"Correct"
"sub5",24,"R3_3_3_2_0Y150.pct",5533,"Different","Different",150,"Correct"
"sub5",25,"R3_4_4_3_180Y150.pct",2412,"Different","Different",150,"Correct"
"sub5",26,"R3_4_3_3_180Y50.pct",5006,"Different","Different",50,"Correct"
"sub5",27,"3_4_3_3_180Y50.pct",2132,"Same","Same",50,"Correct"
"sub5",28,"3_3_3_3_90Y100.pct",1808,"Same","Same",100,"Correct"
"sub5",29,"2_4_4_2_180Y0.pct",2096,"Same","Same",0,"Correct"
"sub5",30,"R3_4_3_2_90Y0.pct",2876,"Different","Different",0,"Correct"
"sub5",31,"3_3_4_2_0Y150.pct",5656,"Same","Same",150,"Correct"
"sub5",32,"R3_3_4_2_0Y100.pct",NA,"Different","[N/A]",100,"Incorrect"
"sub5",33,"3_3_3_3_180Y50.pct",1981,"Same","Same",50,"Correct"
"sub5",34,"3_3_4_2_0Y100.pct",2002,"Same","Same",100,"Correct"
"sub5",35,"3_4_4_3_180Y150.pct",2607,"Same","Same",150,"Correct"
"sub5",36,"R3_3_3_3_180Y0.pct",3609,"Different","Different",0,"Correct"
"sub5",37,"3_4_3_3_180Y100.pct",2542,"Same","Same",100,"Correct"
"sub5",38,"R3_3_3_3_180Y150.pct",2383,"Different","Different",150,"Correct"
"sub5",39,"3_4_3_3_180Y0.pct",1289,"Same","Same",0,"Correct"
"sub5",40,"R3_3_3_3_90Y50.pct",2555,"Different","Same",50,"Incorrect"
"sub5",41,"2_4_4_3_90Y150.pct",1932,"Same","Same",150,"Correct"
"sub5",42,"R3_4_3_3_180Y0.pct",4086,"Different","Different",0,"Correct"
"sub5",43,"3_3_3_3_180Y100.pct",2093,"Same","Same",100,"Correct"
"sub5",44,"R2_3_4_2_90Y150.pct",3534,"Different","Different",150,"Correct"
"sub5",45,"R2_3_3_2_0Y50.pct",2197,"Different","Different",50,"Correct"
"sub5",46,"R2_3_4_2_90Y100.pct",2531,"Different","Same",100,"Incorrect"
"sub5",47,"3_4_4_3_180Y0.pct",1189,"Same","Same",0,"Correct"
"sub5",48,"3_4_4_3_180Y50.pct",1314,"Same","Same",50,"Correct"
"sub5",49,"R2_4_4_2_0Y100.pct",1918,"Different","Different",100,"Correct"
"sub5",50,"R2_3_3_2_0Y150.pct",2733,"Different","Different",150,"Correct"
